gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
C17orf37	1284992	226	38	823158	233520	0	0	0	0	50	38	57406027	1	1
C17orf39	886959	193	17	2067625	626612	0	0	0	0	50	41	54763359	1	1
C17orf42	594135	209	20	2517151	684992	0	0	0	0	50	23	52440808	1	1
C17orf46	789809	207	23	2667966	761859	0	0	0	0	18	6	16854306	1	1
C17orf47	892839	376	10	3813187	1198736	0	0	0	0	47	26	38599883	1	1
C17orf48	59041	801	-49	2439311	599368	0	0	0	0	50	58	68631528	1	1
C17orf49	1696302	360	24	1345659	402822	0	0	0	0	50	28	44431072	1	1
C17orf50	675201	196	3	1199709	361956	0	0	0	0	50	39	56127505	1	1
C17orf51	NaN	NaN	NaN	1477014	478716	0	0	0	0	50	88	108835888	1	1
C17orf55	2679984	197	27	1739724	592557	0	0	0	0	50	26	60865042	1	1
C17orf56	2679984	197	27	3594262	1146194	0	0	0	0	50	26	60865042	1	1
C17orf57	1135425	196	23	7138901	1647289	0	0	0	0	4	2	4087573	1	1
C17orf58	854444	293	-12	975919	276332	0	0	0	0	50	43	52356157	1	1
C17orf59	1381225	202	37	2286550	848456	0	0	0	0	50	54	77030464	1	1
C17orf60	1306314	184	23	673316	158599	0	0	0	0	50	53	64971102	1	1
C17orf61	1906324	206	33	800779	244223	0	0	0	0	50	52	64346436	1	1
C17orf62	2583801	179	20	1345659	370713	0	0	0	0	50	45	72829050	1	1
C17orf63	1694459	152	36	199465	57407	0	0	0	0	13	9	16963282	1	1
C17orf65	930750	175	41	1647289	51569	0	0	0	0	5	5	4787160	1	1
C17orf66	620019	235	8	4089519	1074192	0	0	0	0	8	13	16460241	1	1
C17orf67	306329	420	-58	829969	217952	0	0	1	0	10	6	8101198	1	1
C17orf68	870950	218	18	8308447	2620289	0	0	0	0	7	1	11239123	1	1
C17orf70	3665223	205	12	5818540	2004380	0	0	0	0	3	2	3687670	1	1
C17orf71	834161	507	4	6747755	1980055	0	0	0	0	5	1	4459259	1	1
C17orf72	NaN	NaN	NaN	1326199	401849	0	0	0	0	50	88	108759021	1	1
C17orf74	1906324	206	33	3387013	1044029	0	0	0	0	42	45	54019014	1	1
C17orf76	829707	254	8	2477258	578935	0	0	0	0	50	40	59953341	1	1
C17orf77	698491	504	10	1654100	494284	0	0	0	0	50	46	54135774	1	1
C17orf79	668593	374	12	1313550	341523	0	0	0	0	50	26	49535430	1	1
C17orf81	1782958	316	21	2462663	707371	0	0	0	0	50	33	45426451	1	1
C17orf82	292199	414	-9	1593774	612990	0	0	0	0	50	35	62198052	1	1
C17orf85	505430	215	30	4441745	1142302	0	0	0	0	37	28	36499176	1	1
C17orf87	1279084	384	24	1068354	262710	0	0	0	0	50	34	52402861	1	1
C17orf89	2679984	197	27	518609	167356	0	0	0	0	50	26	60865042	1	1
C17orf90	3745109	205	30	993433	320117	0	0	0	0	50	41	48897142	1	1
C17orf95	827288	206	22	1352470	366821	0	0	0	0	50	26	39678940	1	1
C17orf96	NaN	NaN	NaN	2399418	928242	0	0	0	0	50	88	109285414	1	1
C18orf1	247407	688	28	2323524	636342	0	0	0	0	50	24	58220428	1	1
C18orf10	174235	834	53	2130870	575043	0	0	0	0	50	21	45421586	1	1
C18orf19	161398	676	44	1882755	542934	0	0	0	0	50	18	42617400	1	1
C18orf21	399000	585	15	1566530	415471	0	0	0	0	50	34	60258863	1	1
C18orf22	438786	506	20	2545368	537096	0	0	0	0	50	40	63291704	1	1
C18orf26	152164	427	5	1452689	424228	0	0	0	0	2	0	2058868	1	1
C18orf32	236267	352	55	556556	141085	0	0	0	0	50	18	46329395	1	1
C18orf34	13428	1050	-27	6406232	1440040	0	0	0	0	15	25	26486033	1	1
C18orf45	299157	244	65	2180493	583800	0	0	0	0	50	53	67020240	1	1
C18orf54	109698	451	33	2672831	675262	0	0	0	0	50	24	68022430	1	1
C18orf55	150380	981	4	1755292	483581	0	0	0	0	50	44	52488485	1	1
C18orf56	NaN	NaN	NaN	1063489	325955	0	0	0	0	50	88	108683127	1	1
C18orf62	63196	1063	-18	727804	194600	0	0	0	0	50	53	50530809	1	1
C18orf8	329604	164	60	4749213	1240575	0	0	0	0	0	0	1240575	1	1
C19orf10	921603	203	35	1237656	350280	0	0	0	0	50	41	58544437	1	1
C19orf2	163583	776	-30	3839458	976892	0	0	0	0	38	50	48825140	1	1
C19orf20	NaN	NaN	NaN	1881782	684019	0	0	0	0	50	88	109041191	1	1
C19orf21	1914670	200	23	4542937	1458527	0	0	0	0	22	15	28553658	1	1
C19orf22	2230583	191	36	1870106	573097	0	0	0	0	50	42	66280760	1	1
C19orf24	NaN	NaN	NaN	874727	322063	0	0	0	0	50	88	108679235	1	1
C19orf25	2352825	221	38	804671	260764	0	0	0	0	50	26	50097824	1	1
C19orf26	2214581	234	29	3004624	1011920	0	0	0	0	50	44	55990312	1	1
C19orf28	2160126	269	39	3712968	1208466	0	0	0	0	42	36	52305561	1	1
C19orf29	2167983	269	31	5265876	1503285	0	0	0	0	5	9	10086118	1	1
C19orf35	1603571	240	27	3025057	1160789	0	0	0	0	50	32	59944584	1	1
C19orf36	1853815	239	37	1728048	423255	0	0	0	0	50	43	64538117	1	1
C19orf38	NaN	NaN	NaN	1623937	474824	0	0	0	0	50	88	108831996	1	1
C19orf39	1385739	197	31	1496474	535150	0	0	0	0	50	35	60758985	1	1
C19orf40	481910	448	-16	1501339	436877	0	0	0	0	50	36	50934604	1	1
C19orf41	1458117	445	27	1580152	445634	0	0	0	0	50	41	48754111	1	1
C19orf42	980514	362	41	589638	128436	0	0	0	0	50	43	59271268	1	1
C19orf43	1959466	226	29	1203601	375578	0	0	0	0	50	42	64035076	1	1
C19orf45	609287	308	36	3495016	1035272	0	0	0	0	4	3	4142061	1	1
C19orf46	984653	303	21	2732184	901971	0	0	0	0	50	30	57856526	1	1
C19orf48	655673	589	25	772562	260764	0	0	0	0	50	58	67355925	1	1
C19orf50	1394856	259	48	1249332	347361	0	0	0	0	50	52	71438633	1	1
C19orf51	1036976	266	-1	3999030	1293117	0	0	0	0	1	1	3007543	1	1
C19orf52	2009333	193	41	1720264	582827	0	0	0	0	50	41	59644900	1	1
C19orf54	1127178	201	27	2354660	786184	0	0	0	0	50	42	53712519	1	1
C19orf55	1151198	321	30	2897594	955486	0	0	0	0	34	15	36763832	1	1
C19orf56	NaN	NaN	NaN	806617	188762	0	0	0	0	50	88	108545934	1	1
C19orf59	688482	384	31	1395282	326928	0	0	0	0	50	40	61904206	1	1
C19orf6	2387949	206	26	4248118	1306739	0	0	0	0	16	23	29775746	1	1
C19orf60	1395948	185	41	1373876	441742	0	0	0	0	50	49	77331121	1	1
C19orf61	452493	192	-2	3659453	1054732	0	0	0	0	1	1	2089031	1	1
C19orf62	865138	212	38	2361471	633423	0	0	0	0	50	30	51560243	1	1
C19orf63	1038277	491	30	1974217	676235	0	0	0	0	50	52	57078126	1	1
C19orf66	1615603	272	8	2075409	569205	0	0	0	0	15	17	16997337	1	1
C19orf69	NaN	NaN	NaN	895160	269521	0	0	0	0	50	88	108626693	1	1
C19orf70	879991	295	21	841645	235466	0	0	0	0	50	37	55154505	1	1
C19orf71	2160126	269	39	1449770	435904	0	0	1	0	29	24	34013161	1	1
C19orf73	2011861	267	47	815374	323036	0	0	1	0	6	7	7435666	1	1
C19orf75	352763	629	1	1388471	392119	0	0	0	0	50	51	61332082	1	1
C19orf76	1733181	195	36	1001217	359037	0	0	0	0	50	29	62078373	1	1
C19orf77	NaN	NaN	NaN	944783	243250	0	0	0	0	50	88	108600422	1	1
C1D	210519	537	2	1043056	247142	0	0	0	0	50	45	59223591	1	1
C1GALT1C1	388105	NaN	7	2262225	554610	0	0	0	0	50	40	54667032	1	1
C1QA	389456	541	29	1647289	530285	0	0	0	0	50	34	59076668	1	1
C1QL1	1037808	191	34	1716372	563367	0	0	0	0	50	37	48859195	1	1
C1QL3	96710	791	-1	1713453	540015	0	0	0	0	50	35	68894238	1	1
C1QTNF4	989876	214	28	2143519	757967	0	0	1	0	50	50	63549549	1	1
C1QTNF5	NaN	NaN	NaN	1612261	547799	0	0	0	0	50	88	108904971	1	1
C1QTNF9B	314992	678	51	2332281	618828	0	0	1	0	24	9	15656543	1	1
C1orf101	716278	590	1	6825595	1762103	0	0	0	0	5	4	5656049	1	1
C1orf103	406255	715	28	5275606	1502312	0	0	0	0	25	11	29667743	1	1
C1orf104	NaN	NaN	NaN	1519826	555583	0	0	0	0	50	88	108912755	1	1
C1orf106	545933	437	12	4455367	1470203	0	0	0	0	20	9	20158614	1	1
C1orf107	221666	464	7	5369987	1393336	0	0	0	0	8	2	9675512	1	1
C1orf109	445023	375	27	1424472	408660	0	0	1	0	50	45	52797899	1	1
C1orf110	334195	540	-7	2136708	551691	0	0	0	0	50	24	46156201	1	1
C1orf111	363646	391	1	1828267	495257	0	0	0	0	50	29	53541271	1	1
C1orf113	685495	212	32	5258092	1557773	0	0	0	0	50	30	51677976	1	1
C1orf114	286300	491	7	3646804	868889	0	0	0	0	50	29	58136750	1	1
C1orf115	447403	520	-11	940891	323036	0	0	0	0	50	53	62817853	1	1
C1orf122	445096	375	33	752129	254926	0	0	0	0	50	22	54093935	1	1
C1orf123	527317	391	27	1212358	285089	0	0	0	0	50	37	58049180	1	1
C1orf124	377235	569	2	3512530	921431	0	0	0	0	44	39	57419649	1	1
C1orf125	495704	593	-2	7505722	1791293	0	0	0	0	5	3	9510102	1	1
C1orf128	903441	254	32	1510096	404768	0	0	0	0	50	50	49628838	1	1
C1orf129	385644	965	-9	6492829	1662857	0	0	0	0	5	4	5975193	1	1
C1orf130	468063	348	28	712236	224763	0	0	0	0	50	47	54842172	1	1
C1orf135	746382	372	24	2494772	663586	0	0	0	0	50	38	79005654	1	1
C1orf14	757638	424	20	4577965	1254197	0	0	0	0	12	7	15622488	1	1
C1orf141	444524	673	-5	2882026	699587	0	0	0	0	50	49	55828794	1	1
C1orf144	783285	176	42	1100463	274386	0	0	0	0	50	44	63346192	1	1
C1orf150	204354	957	-25	1008028	235466	0	0	0	0	50	65	70567798	1	1
C1orf151	775439	271	32	593530	139139	0	0	0	0	50	46	59789877	1	1
C1orf156	244851	614	10	2591099	681100	0	0	0	0	50	41	57896419	1	1
C1orf161	591845	538	12	2540503	696668	0	0	0	0	25	16	30184406	1	1
C1orf162	397300	348	28	1101436	323036	0	0	0	0	50	45	54406268	1	1
C1orf163	678946	261	27	1656046	404768	0	0	0	0	50	47	63531062	1	1
C1orf168	39470	514	-6	5292147	1313550	0	0	0	0	12	8	12873763	1	1
C1orf172	1025094	188	34	2686453	842618	0	0	0	0	14	12	16550730	1	1
C1orf173	101813	1070	-14	10662134	2908297	0	0	0	0	2	1	5946976	1	1
C1orf175	652892	415	15	9142308	2714670	0	0	0	0	15	4	16723924	1	1
C1orf177	521961	249	25	3124303	851375	0	0	0	0	20	4	15335453	1	1
C1orf182	2199280	201	27	887376	245196	0	0	0	0	50	50	67336465	1	1
C1orf183	346154	440	31	2053030	614936	0	0	0	0	50	36	65466359	1	1
C1orf185	NaN	NaN	NaN	1431283	366821	0	0	0	0	50	88	108723993	1	1
C1orf186	755856	400	10	1258089	315252	0	0	0	0	50	37	45660944	1	1
C1orf187	682357	264	32	2400391	734615	0	0	0	0	50	35	58799363	1	1
C1orf189	2028928	185	35	767697	172221	0	0	0	0	50	33	46348855	1	1
C1orf190	908945	190	29	1607396	511798	0	0	0	0	50	43	70101731	1	1
C1orf192	751212	293	30	1244467	366821	0	0	0	0	50	38	60337676	1	1
C1orf201	748641	197	26	2040381	557529	0	0	0	0	50	41	67747071	1	1
C1orf204	NaN	NaN	NaN	1632694	495257	0	0	0	0	50	88	108852429	1	1
C1orf21	258985	642	-7	921431	193627	0	0	0	0	50	52	74868458	1	1
C1orf210	1091212	264	30	766724	254926	0	0	0	0	50	40	58375135	1	1
C1orf212	NaN	NaN	NaN	641207	184870	0	0	0	0	50	88	108542042	1	1
C1orf213	1032187	163	25	1039164	326928	0	0	0	0	50	53	57953826	1	1
C1orf216	1177566	325	35	1560692	465094	0	0	0	0	50	27	55110720	1	1
C1orf223	NaN	NaN	NaN	1406958	417417	0	0	0	0	50	88	108774589	1	1
C1orf227	326908	445	13	721966	174167	0	0	0	0	50	30	50257396	1	1
C1orf228	NaN	NaN	NaN	3127222	863051	0	0	0	0	50	88	109220223	1	1
C1orf229	NaN	NaN	NaN	1483825	600341	0	0	0	0	50	88	108957513	1	1
C1orf230	NaN	NaN	NaN	688884	172221	0	0	0	0	50	88	108529393	1	1
C1orf25	344321	458	-3	5217226	1373876	0	0	0	0	18	8	21946015	1	1
C1orf26	333911	535	-7	6519100	1581125	0	0	0	0	50	34	54296319	1	1
C1orf27	277882	399	-14	3303335	832888	0	0	0	0	50	20	49698894	1	1
C1orf31	247580	299	10	903917	228655	0	0	0	0	50	28	54668005	1	1
C1orf38	804118	218	23	4437853	1265873	0	0	0	0	20	9	18634896	1	1
C1orf49	341211	348	-10	2018002	477743	0	0	0	0	50	27	53664842	1	1
C1orf50	820426	426	30	1408904	395038	0	0	0	0	50	41	61890584	1	1
C1orf51	1213150	197	38	2618343	808563	0	0	0	0	5	0	2903432	1	1
C1orf54	1213150	197	38	976892	243250	0	0	0	0	50	26	57591870	1	1
C1orf55	923085	239	20	3168088	865970	0	0	0	0	50	38	49109256	1	1
C1orf57	141149	615	-2	1329118	396011	0	0	0	0	50	37	55593328	1	1
C1orf58	221959	236	-1	2994894	758940	0	0	0	0	50	35	58153291	1	1
C1orf59	679610	225	3	2772077	759913	0	0	0	0	50	40	62066697	1	1
C1orf63	613835	460	36	1962541	632450	0	0	0	0	50	37	65037266	1	1
C1orf64	886121	197	43	1127707	378497	0	0	0	0	50	16	54933634	1	1
C1orf65	368078	600	-10	4208225	1259062	0	0	0	0	50	22	38465609	1	1
C1orf66	1750604	179	45	3344201	905863	0	0	0	0	50	35	50221395	1	1
C1orf69	702358	341	15	2314767	840672	0	0	0	0	50	26	47119471	1	1
C1orf70	NaN	NaN	NaN	1225007	339577	0	0	0	0	50	88	108696749	1	1
C1orf77	1656449	183	40	1679398	559475	0	0	0	0	50	34	58163021	1	1
C1orf83	446494	225	28	1475068	401849	0	0	0	0	50	30	55253751	1	1
C1orf84	1088321	252	27	1248359	371686	0	0	0	0	50	45	60635414	1	1
C1orf85	2266205	211	33	2723427	904890	0	0	0	0	50	49	60528384	1	1
C1orf86	849779	293	25	2369255	508879	0	0	0	0	50	35	62020966	1	1
C1orf88	398726	559	15	1395282	350280	0	0	0	0	50	31	57604519	1	1
C1orf89	824719	186	40	1756265	558502	0	0	0	0	50	22	47887168	1	1
C1orf9	116362	506	10	8897112	2361471	0	0	0	0	6	2	8830948	1	1
C1orf91	1460758	218	29	982730	310387	0	0	0	0	50	32	59267376	1	1
C1orf92	1172126	244	39	3917298	1150086	0	0	0	0	36	24	40914650	1	1
C1orf93	323457	335	30	1395282	423255	0	0	0	0	50	21	55037745	1	1
C1orf95	608933	509	12	983703	294819	0	0	0	0	50	31	60706443	1	1
C1orf96	285692	361	9	1868160	540015	0	0	0	0	50	43	64955534	1	1
C20orf103	74540	807	-42	1986866	532231	0	0	0	0	50	64	64723960	1	1
C20orf106	264053	455	-17	1214304	326928	0	0	0	0	50	46	57243536	1	1
C20orf107	273023	455	-27	1200682	328874	0	0	0	0	50	49	67760693	1	1
C20orf108	254679	672	-43	1278522	440769	0	0	0	0	50	76	73772860	1	1
C20orf11	961230	336	40	1637559	414498	0	0	0	0	50	35	62943370	1	1
C20orf111	515643	367	28	2006326	594503	0	0	0	0	50	35	54921958	1	1
C20orf112	677178	310	61	3026030	882511	0	0	0	0	40	21	40048680	1	1
C20orf114	478384	482	27	3403554	1018731	0	0	0	0	50	27	69776749	1	1
C20orf117	802783	231	67	11367559	3525179	0	0	0	0	1	0	3918271	1	1
C20orf118	817783	225	47	1535394	432012	0	0	0	0	50	43	70035567	1	1
C20orf12	414892	436	2	5362203	1465338	0	0	0	0	1	0	2304064	1	1
C20orf123	NaN	NaN	NaN	3674048	1320361	0	0	0	0	50	88	109677533	1	1
C20orf132	808071	360	45	7372421	2067625	0	0	0	0	12	9	26875233	1	1
C20orf134	NaN	NaN	NaN	1595720	558502	0	0	0	0	50	88	108915674	1	1
C20orf135	1123741	206	44	3056193	1065435	0	0	0	0	50	32	57148182	1	1
C20orf141	796251	438	41	1070300	400876	0	0	1	0	50	27	52081771	1	1
C20orf144	NaN	NaN	NaN	1021650	350280	0	0	0	0	50	88	108707452	1	1
C20orf151	1190462	205	28	4520558	1454635	0	0	0	0	14	14	18199965	1	1
C20orf152	1308823	144	53	4111898	1040137	0	0	0	0	35	21	39211900	1	1
C20orf160	1022704	386	29	2955001	944783	0	0	0	0	50	43	54524974	1	1
C20orf165	725555	209	59	1518853	501095	0	0	0	0	50	20	52935092	1	1
C20orf166	1191147	NaN	20	830942	231574	0	0	0	0	50	37	56099288	1	1
C20orf173	NaN	NaN	NaN	1456581	379470	0	0	0	0	50	88	108736642	1	1
C20orf177	73597	856	-36	2600829	773535	0	0	0	0	33	30	38127978	1	1
C20orf185	515931	491	46	3248847	1097544	0	0	0	0	50	36	60315297	1	1
C20orf186	515931	491	46	4205306	1361227	0	0	0	0	50	36	60315297	1	1
C20orf195	1262904	298	54	2124059	686938	0	0	0	0	50	38	51404563	1	1
C20orf196	365507	199	12	1443932	383362	0	0	0	0	50	34	57969394	1	1
C20orf197	73705	930	-58	882511	241304	0	0	0	0	50	43	50244747	1	1
C20orf20	1044503	208	48	1474095	373632	0	0	0	0	50	46	55172992	1	1
C20orf201	NaN	NaN	NaN	1552908	575043	0	0	0	0	50	88	108932215	1	1
C20orf202	NaN	NaN	NaN	844564	250061	0	0	0	0	50	88	108607233	1	1
C20orf203	NaN	NaN	NaN	1303820	427147	0	0	0	0	50	88	108784319	1	1
C20orf24	1019481	176	62	1329118	346388	0	0	0	0	50	34	50123122	1	1
C20orf26	228680	750	-3	8889328	2348822	0	0	0	0	13	4	13049876	1	1
C20orf27	860065	241	43	1404039	405741	0	0	0	0	50	34	65744637	1	1
C20orf29	740484	241	42	1326199	457310	0	0	0	0	50	32	72512825	1	1
C20orf3	545344	676	-29	2883972	866943	0	0	0	0	50	30	52615948	1	1
C20orf30	494904	385	26	1262954	400876	0	0	0	0	50	29	54725412	1	1
C20orf4	1278077	449	44	2645587	760886	0	0	0	0	50	50	65895452	1	1
C20orf43	255083	551	-7	2211629	570178	0	0	0	0	50	37	56353241	1	1
C20orf46	442604	527	22	1675506	586719	0	0	0	0	50	45	77063546	1	1
C20orf54	764796	557	31	3115546	1046948	0	0	0	0	43	36	57416730	1	1
C20orf7	125337	703	-6	2559963	650937	0	0	0	0	50	48	63751933	1	1
C20orf70	418196	491	31	1773779	508879	0	0	0	0	50	25	47933872	1	1
C20orf71	478384	482	27	1834105	468986	0	0	0	0	50	27	69776749	1	1
C20orf72	756104	499	29	2435419	632450	0	0	0	0	50	23	63753879	1	1
C20orf79	256301	699	4	1080030	303576	0	0	0	0	50	40	61222133	1	1
C20orf94	165910	412	-17	2887864	769643	0	0	0	0	50	28	54673843	1	1
C21orf2	1153513	308	65	1749454	571151	0	0	0	0	50	28	52002958	1	1
C21orf29	860604	461	30	4607155	1394309	0	0	0	0	0	0	1394309	1	1
C21orf33	879237	219	61	1863295	568232	0	0	0	0	50	23	51743167	1	1
C21orf45	436753	379	8	1667722	433958	0	0	0	0	50	37	66417953	1	1
C21orf56	758870	488	39	2285577	735588	0	0	0	0	50	23	51593325	1	1
C21orf57	940047	624	53	1249332	341523	0	0	0	0	50	29	57353485	1	1
C21orf59	265057	182	52	2103626	520555	0	0	0	0	38	25	38395553	1	1
C21orf63	268842	162	39	3098032	854294	0	0	0	0	50	25	44939951	1	1
C21orf7	316263	146	77	1751400	458283	0	0	0	0	50	42	59249862	1	1
C21orf70	746455	191	74	1595720	491365	0	0	0	0	50	20	53767007	1	1
C22orf13	480889	194	48	1716372	452445	0	0	0	0	50	30	50086148	1	1
C22orf15	637355	196	52	1051813	311360	0	0	0	0	50	34	56088585	1	1
C22orf23	1370748	203	50	1569449	409633	0	0	0	0	50	33	50239882	1	1
C22orf24	531528	344	-1	1125761	307468	0	0	0	0	50	36	54305076	1	1
C22orf25	587146	218	50	1984920	534177	0	0	0	0	50	34	51985444	1	1
C22orf26	NaN	NaN	NaN	883484	351253	0	0	0	0	50	88	108708425	1	1
C22orf28	392443	401	-6	3595235	964243	0	0	0	0	50	28	59358838	1	1
C22orf29	NaN	NaN	NaN	2411094	785211	0	0	0	0	50	88	109142383	1	1
C22orf30	547970	268	36	14849926	4088546	0	0	0	0	0	0	4088546	1	1
C22orf32	1321127	363	65	738507	236439	0	0	0	0	50	26	42988113	1	1
C22orf33	724899	379	44	2000488	524447	0	0	0	0	50	32	74360552	1	1
C22orf36	NaN	NaN	NaN	2066652	741426	0	0	0	0	50	88	109098598	1	1
C22orf40	519654	205	31	880565	234493	0	0	0	0	50	35	52581893	1	1
C22orf41	NaN	NaN	NaN	653856	143031	0	0	0	0	50	88	108500203	1	1
C22orf43	604420	399	31	1745562	396984	0	0	0	0	50	35	51077635	1	1
C22orf46	NaN	NaN	NaN	1656046	498176	0	0	0	0	50	88	108855348	1	1
C22orf9	417645	225	9	3068842	825104	0	0	0	0	50	44	59651711	1	1
C2orf18	1266654	231	40	2528827	792995	0	0	0	0	50	44	61888638	1	1
C2orf24	773232	177	36	2804186	876673	0	0	0	0	13	6	12091471	1	1
C2orf27A	NaN	NaN	NaN	1371930	437850	0	0	0	0	50	88	108795022	1	1
C2orf27B	NaN	NaN	NaN	1399174	451472	0	0	0	0	50	88	108808644	1	1
C2orf28	1238919	230	39	1971298	594503	0	0	0	0	50	36	49897386	1	1
C2orf29	413646	262	19	3505719	1045002	0	0	0	0	50	33	57926582	1	1
C2orf3	136392	523	4	5636589	1398201	0	0	0	0	3	2	2469474	1	1
C2orf34	414128	685	26	2332281	621747	0	0	0	0	50	34	69430361	1	1
C2orf39	751542	408	42	5371933	1309658	0	0	0	0	35	24	42769188	1	1
C2orf40	99910	798	0	1056678	283143	0	0	0	0	50	38	57839012	1	1
C2orf43	491470	393	16	2327416	597422	0	0	0	0	50	27	58109506	1	1
C2orf44	243145	226	33	4916569	1441013	0	0	0	0	19	5	13924603	1	1
C2orf47	237591	673	22	2019948	589638	0	0	0	0	27	17	32019484	1	1
C2orf48	881918	220	41	1117977	318171	0	0	0	0	50	29	67041646	1	1
C2orf50	466103	384	26	1119923	342496	0	0	0	0	50	34	56092477	1	1
C2orf51	120457	497	2	1279495	340550	0	0	0	0	50	25	46264204	1	1
C2orf53	1214097	238	50	2658236	958405	0	0	0	0	39	36	50523025	1	1
C2orf54	1187158	297	30	3030895	979811	0	0	0	0	18	8	22115317	1	1
C2orf55	493189	692	29	6436395	2101680	0	0	0	0	10	2	7307230	1	1
C2orf56	488101	253	42	3115546	865970	0	0	0	0	50	35	44487506	1	1
C2orf57	994385	202	43	2630019	843591	0	0	0	0	50	17	61771878	1	1
C2orf60	226122	602	18	2308929	569205	0	0	0	0	50	22	56199507	1	1
C2orf61	738157	206	39	1799077	495257	0	0	0	0	50	34	54350807	1	1
C2orf62	734742	197	37	2752617	756021	0	0	0	0	50	36	59607926	1	1
C2orf63	967446	333	25	4237415	1031380	0	0	0	0	50	25	53537379	1	1
C2orf64	260302	696	39	551691	134274	0	0	0	0	50	32	58376108	1	1
C2orf65	996981	278	50	3711022	1055705	0	0	0	0	50	40	56920500	1	1
C2orf66	404194	370	14	818293	238385	0	0	0	0	50	36	64434979	1	1
C2orf67	190249	712	1	7031871	1783509	0	0	0	0	13	10	20759928	1	1
C2orf7	536944	452	20	1332037	375578	0	0	0	0	50	22	47037739	1	1
C2orf70	931476	428	35	1407931	401849	0	0	0	0	50	33	45882788	1	1
C2orf71	471053	404	28	8674295	2625154	0	0	0	0	13	7	20922419	1	1
C2orf76	193588	467	26	947702	228655	0	0	1	0	3	3	1391390	1	1
C2orf77	345692	393	35	4047680	894187	0	0	0	0	19	6	20697656	1	1
C2orf79	299133	374	39	961324	296765	0	0	0	0	50	14	47815166	1	1
C2orf81	NaN	NaN	NaN	3884216	1308685	0	0	0	0	50	88	109665857	1	1
C2orf82	NaN	NaN	NaN	802725	300657	0	0	0	0	50	88	108657829	1	1
C2orf83	186199	353	25	1277549	357091	0	0	0	0	50	30	57102451	1	1
C2orf84	320978	385	35	1497447	373632	0	0	0	0	50	21	51668246	1	1
C2orf85	521265	487	30	3808322	1232791	0	0	0	0	15	20	24646090	1	1
C2orf86	334800	642	3	5400150	1415715	0	0	0	0	35	21	37873052	1	1
C2orf88	450974	478	21	677208	163464	0	0	0	0	50	41	59299485	1	1
C2orf89	725789	275	5	3119438	946729	0	0	0	0	50	58	77130683	1	1
C3orf1	290702	599	38	2005353	569205	0	0	0	0	50	23	52956498	1	1
C3orf10	825905	170	39	554610	140112	0	0	0	0	50	21	47686730	1	1
C3orf15	368404	568	31	5512045	1414742	0	0	0	0	36	28	48148905	1	1
C3orf16	NaN	NaN	NaN	3775240	1055705	0	0	0	0	50	88	109412877	1	1
C3orf17	279709	639	18	4031139	1042083	0	0	0	0	50	32	66102701	1	1
C3orf19	561517	424	39	3387986	832888	0	0	0	0	50	47	73342794	1	1
C3orf21	431673	536	46	2665047	820239	0	0	0	0	50	19	56166425	1	1
C3orf22	289633	508	52	976892	301630	0	0	1	0	12	9	12375587	1	1
C3orf23	319459	418	27	3723671	891268	0	0	0	0	50	32	59037748	1	1
C3orf24	825905	170	39	1226953	355145	0	0	0	0	50	21	47686730	1	1
C3orf26	267848	573	10	2092923	504987	0	0	0	0	50	32	55054286	1	1
C3orf27	1046071	282	53	982730	330820	0	0	0	0	50	34	51432780	1	1
C3orf30	197435	589	-3	3719779	1011920	0	0	0	0	22	11	21240590	1	1
C3orf31	229249	423	35	2260279	591584	0	0	0	0	50	41	58394595	1	1
C3orf32	93870	581	8	2499637	705425	0	0	0	0	50	36	58439353	1	1
C3orf33	304724	473	0	1791293	462175	0	0	0	0	50	15	68347412	1	1
C3orf34	818753	446	45	1211385	283143	0	0	0	0	50	36	66825640	1	1
C3orf35	471302	442	16	1458527	447580	0	0	0	0	50	24	48201447	1	1
C3orf36	548078	520	28	1064462	389200	0	0	0	0	50	34	60422327	1	1
C3orf37	1033808	136	49	2508394	670397	0	0	0	0	50	24	55295590	1	1
C3orf39	331914	493	28	3844323	1243494	0	0	0	0	50	41	59745119	1	1
C3orf43	1180405	156	30	1497447	408660	0	0	0	0	50	28	55018285	1	1
C3orf45	843769	206	51	1120896	364875	0	0	0	0	50	32	55955284	1	1
C3orf52	268780	440	28	2347849	652883	0	0	1	0	50	32	55662411	1	1
C3orf54	1306720	191	39	1921675	617855	0	0	0	0	50	41	59523275	1	1
C3orf55	147326	810	-11	1382633	263683	0	0	0	0	50	50	59461976	1	1
C3orf57	240601	602	-4	549745	136220	0	0	0	0	50	35	50106581	1	1
C3orf58	34520	1009	-6	2986137	904890	0	0	0	0	20	17	19757738	1	1
C3orf59	34577	631	8	3377283	942837	0	0	0	0	50	43	67908589	1	1
C3orf63	209166	363	34	12012658	3063977	0	0	0	0	6	2	10392613	1	1
C3orf64	263737	581	-2	3259550	768670	0	0	0	0	50	23	41761160	1	1
C3orf71	1838219	241	33	1833132	715155	0	0	0	0	50	42	53691113	1	1
C3orf72	345888	340	21	1152032	412552	0	0	0	0	50	25	59186617	1	1
C3orf75	884829	197	44	1880809	527366	0	0	0	0	50	16	54794495	1	1
C3orf77	NaN	NaN	NaN	11988333	3064950	0	0	0	0	31	25	50809087	1	1
